original_split,original_filename,reason
train_val,d_r_406_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_428_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_437_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_439_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_440_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_444_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_447_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_450_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_455_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_463_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_467_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_470_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_473_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_474_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_476_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_486_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_493_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_494_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_496_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_4_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_504_.jpg,below threshold (278 < 500 FV pixels)
train_val,d_r_50_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_513_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_516_.jpg,below threshold (289 < 500 FV pixels)
train_val,d_r_519_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_51_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_526_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_527_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_541_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_542_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_549_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_551_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_553_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_555_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_564_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_576_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_587_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_588_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_591_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_594_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_59_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_5_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_600_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_604_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_605_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_607_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_615_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_617_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_618_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_622_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_624_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_632_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_633_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_638_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_63_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_649_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_651_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_654_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_656_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_657_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_65_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_661_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_662_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_664_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_668_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_675_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_67_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_689_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_690_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_695_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_700_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_702_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_706_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_709_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_710_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_712_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_714_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_715_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_716_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_722_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_730_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_732_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_733_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_738_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_739_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_740_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_741_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_745_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_746_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_749_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_759_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_765_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_771_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_77_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_783_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_788_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_78_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_797_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_798_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_80_.jpg,below threshold (0 < 500 FV pixels)
train_val,d_r_87_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1006_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_100_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1014_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1019_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1029_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1046_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1048_.jpg,below threshold (494 < 500 FV pixels)
train_val,f_r_1058_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1060_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1072_.jpg,below threshold (242 < 500 FV pixels)
train_val,f_r_1099_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1112_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1114_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1119_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1130_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1131_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1133_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1140_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1150_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1171_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1177_.jpg,below threshold (0 < 500 FV pixels)
train_val,f_r_1180_.jpg,below threshold (0 < 500 FV pixels)
