cluster_id,original_filename,new_filename
10,fish_003478885350_11907.png,f4k_00117.jpg
10,fish_003478885350_11986.png,f4k_00118.jpg
10,fish_003478885350_11997.png,f4k_00119.jpg
10,fish_003478885350_11998.png,f4k_00120.jpg
10,fish_003478885350_12006.png,f4k_00121.jpg
10,fish_003478885350_12012.png,f4k_00122.jpg
10,fish_003478885350_12013.png,f4k_00123.jpg
10,fish_003478885350_12014.png,f4k_00124.jpg
10,fish_003478885350_12910.png,f4k_00125.jpg
10,fish_003478885350_17739.png,f4k_00126.jpg
10,fish_003478885350_27116.png,f4k_00127.jpg
10,fish_003478895350_11920.png,f4k_00128.jpg
10,fish_003478895350_11928.png,f4k_00129.jpg
10,fish_003478895350_11931.png,f4k_00130.jpg
10,fish_003478895350_14039.png,f4k_00131.jpg
10,fish_003478915350_11827.png,f4k_00132.jpg
10,fish_003478915350_11910.png,f4k_00133.jpg
10,fish_003478915350_11912.png,f4k_00134.jpg
10,fish_003478915350_11921.png,f4k_00135.jpg
10,fish_003478915350_11924.png,f4k_00136.jpg
10,fish_003478915350_11929.png,f4k_00137.jpg
10,fish_003478915350_11946.png,f4k_00138.jpg
10,fish_003478915350_12743.png,f4k_00139.jpg
10,fish_003478915350_13766.png,f4k_00140.jpg
10,fish_003478935350_11825.png,f4k_00141.jpg
10,fish_003478935350_11865.png,f4k_00142.jpg
10,fish_003478935350_12369.png,f4k_00143.jpg
10,fish_003478935350_14448.png,f4k_00144.jpg
10,fish_003478955350_11796.png,f4k_00145.jpg
10,fish_003478955350_11797.png,f4k_00146.jpg
10,fish_003478955350_11798.png,f4k_00147.jpg
10,fish_003478955350_11799.png,f4k_00148.jpg
10,fish_003478955350_11800.png,f4k_00149.jpg
10,fish_003478955350_11801.png,f4k_00150.jpg
