original_filename,new_filename
9862_Acanthopagrus_palmaris_f000030.jpg,deepfish_00165.jpg
9862_Acanthopagrus_palmaris_f000040.jpg,deepfish_00166.jpg
9862_Acanthopagrus_palmaris_f000050.jpg,deepfish_00167.jpg
9862_Acanthopagrus_palmaris_f000060.jpg,deepfish_00168.jpg
9862_Acanthopagrus_palmaris_f000070.jpg,deepfish_00169.jpg
9862_Acanthopagrus_palmaris_f000080.jpg,deepfish_00170.jpg
9862_Acanthopagrus_palmaris_f000090.jpg,deepfish_00171.jpg
9862_Acanthopagrus_palmaris_f000100.jpg,deepfish_00172.jpg
9862_Acanthopagrus_palmaris_f000110.jpg,deepfish_00173.jpg
9862_Acanthopagrus_palmaris_f000120.jpg,deepfish_00174.jpg
9866_acanthopagrus_and_caranx_f000040.jpg,deepfish_00175.jpg
9866_acanthopagrus_and_caranx_f000050.jpg,deepfish_00176.jpg
9866_acanthopagrus_and_caranx_f000090.jpg,deepfish_00177.jpg
9866_acanthopagrus_and_caranx_f000140.jpg,deepfish_00178.jpg
9866_acanthopagrus_and_caranx_f000160.jpg,deepfish_00179.jpg
9866_acanthopagrus_and_caranx_f000170.jpg,deepfish_00180.jpg
9866_acanthopagrus_and_caranx_f000180.jpg,deepfish_00181.jpg
9866_acanthopagrus_and_caranx_f000190.jpg,deepfish_00182.jpg
9866_acanthopagrus_and_caranx_f000200.jpg,deepfish_00183.jpg
9866_acanthopagrus_and_caranx_f000210.jpg,deepfish_00184.jpg
9866_acanthopagrus_and_caranx_f000220.jpg,deepfish_00185.jpg
9866_acanthopagrus_and_caranx_f000230.jpg,deepfish_00186.jpg
9866_acanthopagrus_and_caranx_f000240.jpg,deepfish_00187.jpg
9866_acanthopagrus_and_caranx_f000260.jpg,deepfish_00188.jpg
9866_acanthopagrus_and_caranx_f000270.jpg,deepfish_00189.jpg
9866_acanthopagrus_and_caranx_f000280.jpg,deepfish_00190.jpg
9866_acanthopagrus_and_caranx_f000290.jpg,deepfish_00191.jpg
9866_acanthopagrus_and_caranx_f000300.jpg,deepfish_00192.jpg
9866_acanthopagrus_and_caranx_f000310.jpg,deepfish_00193.jpg
9866_acanthopagrus_and_caranx_f000320.jpg,deepfish_00194.jpg
9866_acanthopagrus_and_caranx_f000330.jpg,deepfish_00195.jpg
9866_acanthopagrus_and_caranx_f000340.jpg,deepfish_00196.jpg
9866_acanthopagrus_and_caranx_f000350.jpg,deepfish_00197.jpg
9866_acanthopagrus_and_caranx_f000360.jpg,deepfish_00198.jpg
9866_acanthopagrus_and_caranx_f000370.jpg,deepfish_00199.jpg
9866_acanthopagrus_and_caranx_f000380.jpg,deepfish_00200.jpg
